ID,Review,Hotel_name,Hotel_Address,sentiment,area,risk_type,Traveller_Suitability,Improvement_Area,Aspect,Source
54,Our room was very big but very empty. All cupboards and shelving were bear - some decorations would be nice as it felt like an office kitchen. Rooms were clean with a good view. Saw lots of reviews about the lifts and we didn’t have a problem but it did take more than 30 minutes to get the deposit back. You also have to add your middle names when booking to be able to check in which isn’t stated anywhere and caused us some issues. Aircon/wifi good,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",neutral,klcc,Booking/Payment Risk,Business Travellers,"Check-in, Booking & Payment Process",Overall Stay Experience,agoda
55,"Currently, there is staff on standby in the lobby who will handle all check-in processes. The same goes for check-out. Please prepare an amount of 500 RM for the deposit. You will definitely have an amazing experience staying here.",DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",positive,klcc,Low Risk,Leisure Travellers,No Major Improvement Needed,Staff & Service,agoda
56,"My friends and i stayed here for 3 days. It’s like a mini apartment with adequate and working facilities. Really loved the pillows. Slept like a baby because of it. Microwave, washing machine and dryer worked well. Able to get on the hoponoff KL bus via nearest station on foot. Thanks platinum suites and the reception staff!",DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",positive,klcc,Low Risk,Family Travellers,No Major Improvement Needed,Staff & Service,agoda
57,I'd like to thank the staff here Emylia for helping us with a smooth check out. Property was huge with built in modern facilities. Place was clean and gorgeous. Ample Parking was available. Great for big groups.,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",positive,klcc,Low Risk,Group Travellers,No Major Improvement Needed,Staff & Service,agoda
58,"We stayed in the 2BR suite at Luma and were so happy. The place was huge!! All the rooms from the living room, kitchen, bathroom and bedroom were spacious and there were 5 of us, all adults. The elevator can be slow, what with 50+ floors and only 4 lifts. It can be very busy. You can walk to Kampong Bahru and KLCC. There are groceries and other places just in the next building. MRT also nearby. Nice view from the Skydeck and the pool is such a hit. Will definitely book again.",DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",positive,klcc,Low Risk,Group Travellers,No Major Improvement Needed,Room & Comfort,agoda
59,"I probably came during the peak season but I have been to many during the holidays. In terms of cleanliness was good. But the waiting time for the elevator and check out took me almost 45 minutes. That was really a put off. But for budget travel, I ll still recommend. Value for money. But if you can spend rm200-400/night some where else that you can get more peaceful service, please do.",DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",positive,klcc,Low Risk,Budget Travellers,No Major Improvement Needed,Staff & Service,agoda
60,Stayed for a night. located centrally. neat and clean. Walkable distance to twin towers. Very spacious. No room service. They will ask for refundable deposit which was not informed while booking. Be ready for it.,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",neutral,klcc,Booking/Payment Risk,Leisure Travellers,"Check-in, Booking & Payment Process",Location & Accessibility,agoda
61,"Very nice place and comfortable to stay. Even though some hiccups during check-in and long waiting time for lift. Other than that, all are good. A good place to see nice buildings in KL centre.",DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",positive,klcc,Booking/Payment Risk,Leisure Travellers,"Check-in, Booking & Payment Process",Overall Stay Experience,agoda
62,"The reception is fully on service and without messy. The room is clean with few basic necessities. Room service is available daily. The pool is a bonus for stay. All in all, it’s quite a comfortable stay with a competitive price. Recommended.",DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",positive,klcc,Low Risk,Budget Travellers,No Major Improvement Needed,Room & Comfort,agoda
63,"quiet and nice room, big spacing which can fix 4 of us. nice and hospitality staffs ,on call for us anytimes. free parking place and nice night view at infinity pool area.",DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",positive,klcc,Low Risk,Leisure Travellers,No Major Improvement Needed,Overall Stay Experience,agoda
64,"Located in Platinum Suites just right beside The Face Suites (different building and reception—always ask). I was waiting for almost 30 mins to check in as it was peak holiday season but the receptionist was cooperative. In case you wonder, they will ask you deposit around RM500 in cash (returned when check out) or credit card (will be returned in weeks depending on issuer). I was assigned to 46th floor unit and surprised by the huge room with huge windows allow you to overview KL skyline. Location itself was quite strategic, walking distance to MRL Bukit Nanas just 2 stations away from Bukit Bintang and you can take 15 mins car ride to KL Sentral. What I appreciate the most is their service. I was troubled with the washing machine and told the staff to help with it. After 20 mins of waiting, they come with a new washing machine to replace the broken one and it works fine. All done with no charge. It also provides complete kitchen set, water heater, iron + board and hair dryer. I recommend you to try this property!",DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",neutral,klcc,Booking/Payment Risk,Business Travellers,"Check-in, Booking & Payment Process",Staff & Service,agoda
65,"Hotel is walking distance from Bukit Nanas Monorail and 10mins walking distance to cafes and other tourist spots like the Petronas Twin Tower. Room was super clean and spacious, and the bathtub was a surprise. Would definitely re-stay with them again.",DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",positive,klcc,Low Risk,Leisure Travellers,No Major Improvement Needed,Room & Comfort,agoda
66,The hotel staffs are really helping and hospitable. I called them twice to help me with the washing machine and both the time they sent staff immediately. Room was clean and the receptionist was really helpful and nice,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",positive,klcc,Low Risk,Leisure Travellers,No Major Improvement Needed,Staff & Service,agoda
67,"I booked this hotel for my friends and they loved it. It’s very nice, big, and we got this with big discount. Very affordable price for a hotel that is very well maintained and very nice amenities. Also they have the best customer service they are very responsive to their guests. I messaged them thru whatsapp because i am not going with my friends i just helped them with their booking and they guided my friends and respond to their needs. Will definitely book this hotel again. And we highly recommend it. We are deeply grateful for deface platinum 1. Thank you so much. Happy Eid and Masha Allah",DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",positive,klcc,Low Risk,Group Travellers,No Major Improvement Needed,Overall Stay Experience,agoda
68,"The location is convenient, and the unit has good potential; however, there are several areas that require improvement. The lift was extremely slow, which caused inconvenience. The cleanliness of the unit was below expectations—the floor felt sticky. The bathroom door could not be closed properly, and the switch instructions were inaccurate. The water heater took more than 30 minutes to warm up, and the refrigerator was not cold. In addition, the surrounding area is very noisy due to frequent motorcycle traffic, and soundproof windows would greatly improve the overall comfort of the stay. Overall, maintenance and housekeeping need better attention to ensure a more comfortable stay.",DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",negative,klcc,Service/Staff Risk,Leisure Travellers,Staff Service,Overall Stay Experience,agoda
69,"Had a comfortable stay at DeFace Platinum Kuala Lumpur@LUMA. The check-in and check-out process was smooth, and the room was as expected. The staff was responsive, and the location was convenient. Would recommend for family & travelers looking for a hassle-free stay.",DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",positive,klcc,Low Risk,Family Travellers,No Major Improvement Needed,Staff & Service,agoda
70,"The booking process through Agoda was streamless and efficient. Quite hassle-free. The location was very nice. Right in the middle of the city and tourist spots. The unit was superb. It is very spacious and perfect for families. The cleanliness was commendable. It was fully furnished and comfortable. The only catch was the receptionist in charge of checking us in and checking us out. They did not have a real desk to entertain guests., They merely had a ledge and a sofa. Not very hospitable. They would benefit from a basic hospitality course. Speaks too fast and even got irked when I requested that my elevator key card be recalibrated since it wasn't functioning. Upon check out they said it would take 30 minutes to check my room. I was literally the only one who checked out 3 hrs before the standard time. Only when I said our van is already in the parking lot did they heed my request. After 5 minutes they said the checking was done and I was clear.30 minutes versus 5 minutes for two staff who were just sitting in the sofa, with no guests, busy with their cellphones. This was the only thing that needs improvement.",DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",positive,klcc,Low Risk,Leisure Travellers,No Major Improvement Needed,Room & Comfort,agoda
71,"Nice location, can easily go to KLCC by foot, and there is a rail station near the hotel. Worth for money, not expensive considering it's quality. The swimming pool is nice but it is not big enough to absorb the crowd during the peak time. However, the hotel is old and some of the funriture are aged. A weird stink is coming from one of the restroom and it stays for my entire stay. Consider the equipment and facility of this hotel are good, with a convenience location. I will still give 4 star overall rating for this hotel.",DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",neutral,klcc,Maintenance/Facility Risk,Leisure Travellers,Room & Facility Maintenance,Overall Stay Experience,agoda
72,"Check in was a bit hectic since the reception was busy. The entry card to car park did not work, so we had to return to change to another apartment. The apartment was impressively furnished. Only set back was a greasy and dirty saucepan was left in the cupboard by ?? Previous tenant and not taken care of by cleaner. Facilities are good.Again, the put-off factor at the swimming pool is female swimmers using it are not wearing proper swimming attire even though they are fully clothed. Location is great as it is near to public transportation, shopping and eateries",DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",neutral,klcc,Cleanliness/Hygiene Risk,Business Travellers,Cleanliness,Facilities & Amenities,agoda
73,"For this hotel-apartment experience, there are some points which were lacking. Although for solo travelling, it is my diligence to always be well-prepared for such situations. Check-in process may be **tedious for those who are not mobile-savvy**. Upon entering the room, some amenities were missing (not refilled) and the room smelled very musty (room probably had been left vacant for awhile) as the room itself was so far inside the D zone of the building - where lifts at that area were inaccessible. Had to communicate w the Agent-Service team via WhatsApp to get the items that were lacking which took some time. I liked the spaciousness of the room. Bath water temp was not warm enough though. Agent-provider should have some Room Sanitizers/deodorants for better comfort of guests and better water-heating. Prime location located in the heart of the City. (Agoda - Yet to receive back my deposit of 500RM)",DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",negative,klcc,Cleanliness/Hygiene Risk,Solo Travellers,Cleanliness,Room & Comfort,agoda
