No.,Sentence,Sentiment,Source,Location,Confidence,Positive Score,Negative Score,Reason / Notes,Aspect(s),Risk Type(s),Traveller Suitability,Hotel Improvement Insight
62,"Place was very clean, great location just walking distance to TRX, and from TRX, super easy to walk to Pavilion and other malls around. Rooms were fully equipped, no complains.",Positive,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",High,14,0,"Positive indicators: walking distance, great location, very clean",Location; Cleanliness,No major risk detected,Suitable for convenience-focused travellers,No major improvement issue detected
63,By far the best host in the same property. Very clean n well maintained unit.,Positive,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",High,11,0,"Positive indicators: very clean, clean, best",Cleanliness,No major risk detected,General traveller suitability,No major improvement issue detected
64,Clean an nice enviroment.,Positive,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",High,5,0,"Positive indicators: clean, nice",Cleanliness,No major risk detected,General traveller suitability,No major improvement issue detected
65,"Nice apartment with amazing skyline views of KL city, acceptable walking distance to city centre (15 mins) and Jalan Alor food street. Near to good cafes and local eateries such as grumpy bagels and yum yum foodie street. Shower drain seems clogged as water flow was quite slow with ponding while showering, but otherwise overall clean and tidy for an apartment without daily room service. Very responsive as well to any queries and additional towels we need.",Positive,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",High,22.6,0,"Positive indicators: walking distance, acceptable, near to",Location; Cleanliness; Service; Facilities; Breakfast/Food,Facility/Maintenance Risk; Service Risk,Suitable for convenience-focused travellers,Improve room facilities and maintenance; Improve front desk/staff service training
66,"Excellent location. Very clean apartment and cold aircon. However, waiting for the lift is a nightmare. Prepare to wait a good 15 mins.",Positive,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",High,19.7,0,"Positive indicators: excellent location, very clean, excellent",Location; Cleanliness; Facilities; Accessibility,Facility/Maintenance Risk,General traveller suitability,Improve room facilities and maintenance
67,Everything was good just the pillows are too soft better to change to slightly hard will be good.,Positive,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",High,8,0,"Positive indicators: everything was good, good",General,No major risk detected,General traveller suitability,No major improvement issue detected
68,The stay was simply amazing. The location is unbeatable and the 2 bedroom apartment is in excellent condition. Me and my family loved it.,Positive,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",High,14,0,"Positive indicators: excellent, amazing, loved",Location,No major risk detected,General traveller suitability,No major improvement issue detected
69,Clean and good location,Positive,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",High,8,0,"Positive indicators: good location, clean, good",Location; Cleanliness,No major risk detected,Suitable for convenience-focused travellers,No major improvement issue detected
70,"Room is generally clean but has musky smell. Feedback to management n they say they going to leave a freshener outside our room as we were out but didn’t give us at all plus no updates. Was only informed no free parking on the day of check in and realised if we book last min, it would have been much cheaper but management was not flexible about the parking. Bed was comfortable, pillow too soft, sofa was stained but I like the blackout curtain n toilets are clean",Positive,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",High,11.1,5.4,"Positive indicators: clean, comfortable; minor issue(s): stained",Cleanliness; Service; Comfort/Noise; Parking,Cleanliness Risk; Parking Risk; Service Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve parking information or parking availability; Improve front desk/staff service training"
71,"Booked a studio, not even a single thing I found bad. Everything was just amazing, mainly the views I had got studio in 41st floor, amazing. The facilities are amazing they have nice sundeck view on 60th floor b wing nice place for watch sunset. It’s really a luxurious style of apartment with very affordable cost.",Positive,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",High,22,2.5,"Positive indicators: affordable, amazing, nice; minor issue(s): bad",General,No major risk detected,General traveller suitability,No major improvement issue detected
72,𝘖𝘷𝘦𝘳𝘢𝘭𝘭 𝘪𝘴 𝘷𝘦𝘳𝘺 𝘨𝘰𝘰𝘥 𝘰𝘯𝘭𝘺 𝘵𝘪𝘮𝘦 𝘤𝘩𝘦𝘤𝘬 𝘪𝘯 𝘤𝘢𝘯 𝘸𝘢𝘪𝘵 𝘢 𝘧𝘦𝘸 𝘵𝘪𝘮𝘦 𝘣𝘦𝘤𝘢𝘶𝘴𝘦 𝘣𝘢𝘵𝘵𝘦𝘳𝘺 𝘭𝘰𝘤𝘬 𝘥𝘰𝘰𝘳 𝘱𝘳𝘰𝘣𝘭𝘦𝘮..,Positive,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",High,6,0,"Positive indicators: overall is very good, good",Service,Service Risk,General traveller suitability,Improve front desk/staff service training
73,best duduk sini dekat dengan bandar 😁 view lawa gile tempat paling best kalau kat tengah bandar 👍🏻 cuma view klcc dengan menara petronas je tak nampak,Positive,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",High,8,0,Positive indicators: best,Location,No major risk detected,Suitable for convenience-focused travellers,No major improvement issue detected
74,"First of all, collecting the key wasn’t actually an issue. The pickup location was in the building directly opposite the apartment, so it was only a short walk away. However, the problems started when I checked in. The smart key card simply didn’t work. After dragging my luggage around and finally getting to the unit, I ended up waiting outside the room for about 20 minutes. I contacted customer service via WhatsApp. They did reply, but usually every 5 minutes or so, which felt quite slow considering I was locked out of the room and waiting in the hallway with my luggage. What frustrated me most was that they kept asking me to tap the card again and again, as if I had never used a key card before. They also repeatedly asked for videos, which I sent multiple times. Despite all that, the card still didn’t work. In the end, I was only able to enter using the door code instead of the smart key. If guests are expected to collect their own keys and handle a self check-in process, then at the very least everything should work properly when they arrive. Making sure the key card actually functions seems like the bare minimum. The room itself seemed fine at first, until I found two fake eyelashes stuck inside the blanket. Honestly, that was pretty disgusting. It immediately made me question whether the bedding had actually been changed or washed properly between guests. Not a great impression when it comes to cleanliness and hygiene. Another thing I found strange was that there were no facial tissues provided in the unit. Maybe it’s a small thing, but it’s something I normally expect from an Airbnb. Having to use toilet paper for everything felt a bit cheap and inconvenient. The elevator situation was also frustrating. For a building with more than 40 floors, having only three lifts serving each wing is simply not enough. During my stay, I regularly waited close to 10 minutes just to go up or down, which became quite annoying very quickly. Would I recommend staying here? Personally, no. There were just too many avoidable issues for me to overlook. I won’t be returning, and I’d suggest future guests think twice before booking.",Positive,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",High,10.8,0,"Positive indicators: recommend, close to, cheap",Location; Cleanliness; Service; Facilities; Accessibility,Cleanliness Risk; Accessibility Risk; Facility/Maintenance Risk; Service Risk,Suitable for convenience-focused travellers; Not suitable for travellers with heavy luggage; Not ideal for cleanliness-sensitive guests,"Improve lift/accessibility information; Improve room, linen and towel cleanliness; Improve room facilities and maintenance"
75,"Prime location and pretty comfortable. Little pricey for my budget, but overall worth it! Buying drinking water was somewhat unanticipated, although it was otherwise a decent stay😇 Will highly recommend (esp. if you’re planning a stay for more than a couple of nights)!",Positive,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",High,19.83,0,"Positive indicators: prime location, comfortable, highly recommend",Location; Comfort/Noise,No major risk detected,General traveller suitability,No major improvement issue detected
76,"We booked the Executive 2-Bedroom. Apartment and had a wonderful stay. The unit came with two bedrooms and two bathrooms, with one bedroom having an attached bathroom. This was my first apartment-style stay experience, and it definitely exceeded my expectations. The apartment was located on the 33rd floor at Block A, and the check-in process was smooth. We collected our keys from the designated check-in counter, and although check-in and check-out were self-service, the staff were friendly and helpful whenever assistance was needed. One of the biggest advantages of this property is its location. TRX Mall is only about a 5-minute walk away. Within just a few minutes’ walk, there are plenty of food options including Chinese restaurants, mamak eateries, durian stalls, and even a McDonald’s nearby. Getting a Grab was also very easy and convenient. The apartment itself was very new, clean, and comfortable. The air-conditioning worked perfectly, and I especially liked that we could adjust the room temperature to our preference. The unit was well-equipped with kitchen utensils, including knives, scissors, and other essentials. There was also a washing machine available for guests who wish to do laundry. Netflix was provided in the living room, which was a nice bonus. There were no TVs in the bedrooms, but that wasn’t an issue for us. The only minor things to note are that facial tissues and laundry detergent were not provided, so it would be good to bring your own if needed. Overall, this was an excellent stay. The apartment was clean, comfortable, well-located, and great value for money. I would definitely stay here again and highly recommend it to anyone visiting the TRX area.",Positive,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",High,71.15,0,"Positive indicators: wonderful, would definitely stay, staff were friendly",Location; Cleanliness; Service; Comfort/Noise; Breakfast/Food,Service Risk,Suitable for convenience-focused travellers,Improve front desk/staff service training
77,"I had a really great stay at this serviced apartment. The location is perfect there’s a shopping mall nearby within walking distance, which made everything super convenient. The room was very clean, spacious, and had everything I needed during my stay. The host was also amazing. Whenever I had any questions, they replied very quickly and I never had to wait long for help or information. Overall, this place was excellent and I would definitely recommend it to anyone visiting the area. I would happily stay here again",Positive,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",High,34,0,"Positive indicators: walking distance, convenient, very clean",Location; Cleanliness,No major risk detected,Suitable for convenience-focused travellers,No major improvement issue detected
